QQQ Close,TLT Close,GLD Close,PSQ Close,QQQ daily_ret,TLT daily_ret,GLD daily_ret,PSQ daily_ret,QQQ Vol,TLT Vol,GLD Vol,PSQ Vol,QQQ SMA1,TLT SMA1,GLD SMA1,PSQ SMA1,QQQ SMA2,TLT SMA2,GLD SMA2,PSQ SMA2,Day_in_month,Target Rate,Core Inflation Rate MoM_Actual,Core Inflation Rate MoM_Surprise,GDP Growth Rate QoQ_Actual,GDP Growth Rate QoQ_Surprise,Inflation Rate YoY_Actual,Inflation Rate YoY_Surprise, Non Farm Payrolls_Actual ,Non Farm Payrolls_Surprise
102.58293151855469,103.36825561523438,115.33000183105469,245.2283477783203,-0.0025331055966604232,0.0,0.02016805588455428,0.002548965641832046,31121300,4334900,7487600,39700,100.48428126743862,103.93234470912388,114.90857206072126,250.5337851388114,99.1561164855957,103.61624476114909,115.38666699727376,254.51510569254557,27,0.25,0.017,0.001,0.022,0.0,0.0,0.001,295000.0,11000.0
102.37825012207031,101.94279479980469,116.33000183105469,245.76268005371094,-0.0019952773181116656,-0.01379012160885884,0.008670770693864016,0.0021789172427717496,36849200,7464300,8054400,36540,100.7102279663086,103.71268081665039,114.97000067574638,249.9517113821847,99.29833920796712,103.4807009379069,115.2680004119873,254.1187858581543,28,0.25,0.017,0.001,0.022,0.0,0.0,0.001,295000.0,11000.0
101.73626708984375,100.69344329833984,115.51000213623047,247.18765258789062,-0.006270697452448126,-0.012255417402655344,-0.007048909841977813,0.005798164855087995,34043900,11554800,7170500,39080,100.84579631260463,103.5010256086077,115.03000095912388,249.589106968471,99.41624768575032,103.33126055399576,115.15283381144205,253.78480911254883,29,0.25,0.017,0.001,0.022,0.0,0.0,0.001,295000.0,11000.0
100.13604736328125,100.86958312988281,113.47000122070312,251.0617218017578,-0.015729098111584294,0.0017492681327928583,-0.017660816187341055,0.01567258385808623,44080500,12876000,9440300,90960,100.83781978062221,103.29108265468052,114.85142953055245,249.57955823625838,99.49232533772786,103.22344042460124,115.02650044759115,253.5584462483724,30,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
101.45719146728516,99.51175689697266,113.08000183105469,247.72203063964844,0.013193491642534694,-0.013461205953055,-0.0034370263986326366,-0.013302271402195087,32874300,12378500,7597000,51480,100.94215393066406,102.97385460989815,114.70428684779576,249.28375244140625,99.5918140411377,103.08993339538574,114.88483378092448,253.27271092732747,1,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
101.62464141845703,98.57278442382812,114.0999984741211,247.32127380371094,0.0016504493052704738,-0.00943579434655828,0.009020132884241638,-0.001617768249770557,23507300,9144700,3648100,49120,101.0790514264788,102.5369257245745,114.68000085013253,248.91161237444197,99.68032480875651,102.96045252482097,114.75666707356771,253.01814676920574,4,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
99.96857452392578,98.43637084960938,114.41999816894531,251.32896423339844,-0.016295918700584666,-0.001383886790011113,0.0028045547686559313,0.01620439021702702,47843300,13935500,3856500,62320,101.05313219342914,102.0965461730957,114.60785784040179,248.9370607648577,99.75098088582357,102.86007130940756,114.68633371988932,252.80365829467775,5,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
99.28012084960938,96.75106811523438,114.36000061035156,253.06564331054688,-0.006886700921714506,-0.01712073210165166,-0.0005243625201353241,0.006909983823176313,42687200,14355000,3280700,89400,100.98800713675362,101.57297352382115,114.56000082833427,249.06428963797433,99.81526794433594,102.73439356486003,114.60616709391276,252.60475641886393,6,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
99.87553405761719,98.05115509033203,113.41999816894531,251.5516357421875,0.0059973054314643726,0.01343744312516737,-0.00821967852736405,-0.005982667376548956,29335800,11933700,5455100,64900,101.07705633980888,101.05702699933734,114.40428652082171,248.80665261404855,99.86472562154134,102.6442091623942,114.52200037638346,252.45038528442382,7,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
101.12224578857422,98.3160171508789,113.97000122070312,248.4790496826172,0.012482653962459178,0.002701264052451746,0.004849259924502469,-0.01221453420688301,33023300,11716400,9964100,26880,101.14949308122907,100.62635966709682,114.35071509225028,248.59990583147322,99.92908299763998,102.55524927775065,114.47033373514812,252.25890604654947,8,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
100.73147583007812,95.92450714111328,113.52999877929688,249.41415405273438,-0.003864332278706639,-0.024324724282672405,-0.0038606864674344266,0.003763312727216306,19679300,13738600,2916700,26400,101.16344724382672,100.05862045288086,114.21857234409877,248.5426515851702,99.96805330912272,102.43214785257975,114.40683377583822,252.1349629720052,11,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
100.27558898925781,96.17328643798828,114.5,250.43832397460938,-0.00452576354176859,0.0025934904884006293,0.00854400802548061,0.004106302329812683,33665000,15861700,3256700,57320,101.1056295122419,99.62191881452289,114.2664293561663,248.65396990094865,99.98534749348958,102.33087298075358,114.34883371988933,252.0651985168457,12,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
100.48027801513672,95.40290069580078,116.55000305175781,250.08212280273438,0.0020412647578746945,-0.00801039218602806,0.01790395678391099,-0.0014223109555353552,20738400,15760000,11768200,33900,101.03518513270787,99.09872709001813,114.40142931256976,248.8034613473075,100.00450592041015,102.2424160003662,114.3578337351481,251.993207804362,13,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
101.95027923583984,95.65966796875,117.18000030517578,246.2524871826172,0.01462974874016254,0.0026913990148784706,0.005405381698172951,-0.0153135121263267,23904200,9128400,6923000,46080,100.9713875906808,98.54811368669782,114.69642911638532,248.92114911760603,100.04584350585938,102.14826787312826,114.37183380126953,251.8633280436198,14,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
101.95027923583984,97.57768249511719,117.52999877929688,246.2524871826172,0.0,0.02005039916084339,0.002986844796122101,0.0,23937400,12630600,4447300,32800,100.92619814191546,98.13450132097516,114.85357175554547,248.99430193219865,100.07898139953613,102.09725329081218,114.39833374023438,251.7549705505371,15,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.3968276977539,95.94055938720703,117.5199966430664,245.18373107910156,0.004380061195134788,-0.01677763875968341,-8.510283616403047e-05,-0.004340082472844453,17631100,10208300,5079900,87680,100.92752511160714,97.70577022007534,114.93857138497489,248.95294843401228,100.10842348734538,102.01403465270997,114.43566703796387,251.65626068115233,18,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.28524017333984,95.08985900878906,115.88999938964844,245.4954833984375,-0.0010897556782074602,-0.008866952453181143,-0.013869956602948319,0.001271504915778321,14212900,8435300,5052100,22740,100.96673747471401,97.30551419939313,114.96571404593331,248.8320792061942,100.13430430094401,101.89736200968424,114.44333368937174,251.56942647298177,19,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.35035705566406,95.25041198730469,116.08000183105469,245.3618927001953,0.0006366205154708648,0.0016884342893050963,0.0016395067944336983,-0.0005441676416725327,21131900,7789700,4432600,28500,101.12490245274135,96.90414483206612,115.15214266095843,248.4249485560826,100.16003227233887,101.76103108723959,114.45700035095214,251.48333460489908,20,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.88065338134766,96.5826187133789,115.69000244140625,244.07054138183594,0.005181186865769183,0.01398636182541435,-0.003359746584222556,-0.005263047591246184,16771800,11760700,2514700,47640,101.22657830374581,96.69492067609515,115.33857127598354,248.16412789481026,100.19877535502116,101.6394593556722,114.45683377583822,251.36458689371744,21,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.7783203125,96.62266540527344,115.5999984741211,244.1151123046875,-0.0009946774780710266,0.0004146366336719165,-0.0007779753253159827,0.00018261492189597384,13543800,5417900,1780200,13180,101.3089839390346,96.55562646048409,115.4457141331264,247.93511635916573,100.22730445861816,101.5422181447347,114.44900042215983,251.26810480753582,22,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
101.59672546386719,98.27583312988281,113.91000366210938,247.05410766601562,-0.011496537840277488,0.017109523088349343,-0.014619332476808355,0.012039383115535651,25488400,10469700,5769600,39220,101.42528043474469,96.54415948050362,115.40928595406669,247.62976946149553,100.24356613159179,101.45817209879557,114.41150042215983,251.20131123860676,26,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
103.23414611816406,98.50057983398438,113.88999938964844,243.04635620117188,0.01611686446409366,0.002286896960766782,-0.00017561471177085508,-0.016222160816130593,30572700,6490300,2681100,85840,101.70771081107003,96.66912460327148,115.37571443830218,246.91410609654017,100.27195688883464,101.40994567871094,114.38166707356771,251.10631408691407,27,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
103.00162506103516,98.25979614257812,114.0199966430664,243.625244140625,-0.0022523657711350786,-0.00244449009144998,0.0011414281685366845,0.0023818005276901033,17302400,6237600,5266000,40880,101.93100302559989,96.68402753557477,115.41857147216797,246.34793526785714,100.30436223347982,101.36383361816407,114.3575003306071,251.00018361409505,28,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.38754272460938,98.47650909423828,114.0999984741211,244.9165802001953,-0.005961870369150968,0.002205509884690704,0.0007016473724792416,0.005300501859425211,30383000,7912000,3407500,42820,102.02138137817383,96.69549124581474,115.42785699026925,246.09347316196985,100.33303095499674,101.32080090840658,114.34066696166992,250.90221684773763,29,0.25,0.018,0.001,0.002,-0.008,-0.001,-0.001,126000.0,-99000.0
102.7318115234375,97.4180908203125,114.0,244.293212890625,0.003362409035971403,-0.010747926420837217,-0.0008764108278561666,-0.002545222985968376,24570200,13108100,8254000,35440,102.16426249912807,96.80217579432896,115.46142850603376,245.72769165039062,100.364497756958,101.26225878397624,114.32400029500326,250.80053939819337,1,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
102.40615844726562,96.05890655517578,114.45999908447266,244.9611053466797,-0.003169934135713981,-0.013952072491789314,0.004035079688356591,0.0027339787632729706,19449600,10076200,3988600,32140,102.31644603184291,96.7940058026995,115.4585712977818,245.33646174839564,100.40956586201986,101.21822662353516,114.36733360290528,250.66101048787434,2,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
102.71319580078125,94.51480102539062,113.63999938964844,244.293212890625,0.0029982313385354953,-0.01607456908639937,-0.007164072177032299,-0.0027265245031836693,20507200,14810900,4885200,18680,102.47594015938895,96.73057011195591,115.25071389334542,244.922968183245,100.45495516459147,101.13327496846517,114.39516690572103,250.52371012369792,3,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
101.93167877197266,95.74525451660156,112.83999633789062,246.02987670898438,-0.007608730530830665,0.013018632826411913,-0.007039801619628361,0.007108931917551464,31374600,10859300,5566600,33500,102.474611554827,96.73668343680245,114.94071360996791,244.90706743512834,100.51826082865396,101.04698549906412,114.41883354187011,250.3389094034831,4,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
101.68975830078125,94.57911682128906,112.23999786376953,246.51966857910156,-0.0023733590391716852,-0.01217958739783076,-0.005317250031845466,0.001990782081708442,22641700,11200200,5561300,69680,102.45600291660854,96.52250017438617,114.56285640171596,244.9261518205915,100.5869711558024,100.9290059407552,114.44366683959962,250.13703842163085,5,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
100.65707397460938,94.47457122802734,112.56999969482422,249.10240173339844,-0.010155244180218848,-0.0011053771358350284,0.002940144666210953,0.010476783330041428,24549200,5334000,3122100,50260,102.33173479352679,96.41778673444476,114.20928519112724,245.20605686732702,100.6277951558431,100.81048253377278,114.47450014750163,250.008642578125,8,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
100.48959350585938,93.72664642333984,112.81999969482422,249.41415405273438,-0.0016638718188077828,-0.00791667847724109,0.002220840372015198,0.0012515026638304505,27554600,12393900,3529900,45060,102.20347431727818,96.32041440691266,113.98999949863979,245.4859619140625,100.67294464111328,100.68468882242838,114.50683352152507,249.86391957600912,9,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
101.86656188964844,92.90630340576172,113.77999877929688,246.16343688964844,0.013702596813756296,-0.008752505812198219,0.008509121495031247,-0.013033410936247991,30297900,12183600,5452900,58780,102.16891751970563,96.1529780796596,113.82571356637138,245.54321507045202,100.72000389099121,100.52897224426269,114.55633354187012,249.720681254069,10,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
102.0154037475586,94.86064147949219,113.26000213623047,245.71817016601562,0.0014611453959876286,0.021035581032591955,-0.004570193783136389,-0.0018088255886369309,17593500,13849300,4434700,32020,102.107113974435,96.02997970581055,113.65214211600167,245.66090284075057,100.76691398620605,100.39170926411947,114.60716692606609,249.57670059204102,11,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
101.17808532714844,94.86064147949219,113.2300033569336,247.67745971679688,-0.008207764608589296,0.0,-0.0002648664906503839,0.007973726767774192,27201800,7863100,2998500,58920,101.9928114754813,95.90412085396903,113.48285675048828,245.9153562273298,100.78362414042155,100.22127927144369,114.62150026957194,249.50916290283203,12,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
100.67564392089844,95.01342010498047,113.7300033569336,248.92431640625,-0.004965911389066213,0.0016105586374439707,0.004415790737229308,0.005034195242792139,31238800,8194200,5055100,43060,101.92701993669782,95.67109135219029,113.46999958583287,246.04894256591797,100.78948491414388,100.06232032775878,114.64550031026205,249.46760050455728,15,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
101.22460174560547,95.76136016845703,113.31999969482422,247.67745971679688,0.005452737159926668,0.007871941275771066,-0.003605061549348698,-0.005008979064215713,16456900,7046400,4033300,20120,101.78348105294364,95.47543280465263,113.42928532191685,246.37973567417689,100.79367167154948,99.90663503011068,114.64133364359537,249.43568700154623,16,0.25,0.018,0.001,-0.007,-0.009,-0.002,-0.001,223000.0,19100.0
